,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,calendar_last_scraped,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,host_neighbourhood,license,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,host_listings_count,minimum_maximum_nights,last_review,review_scores_rating,review_scores_cleanliness,review_scores_checkin,review_scores_value,instant_bookable
3369,100%,t,1,1,"['email', 'phone']",t,t,27,1.0,27.0,t,29/12/24,66,4,11/05/24,25/12/24,4.95,4.97,5.0,4.98,,,88,342,29/12/24,66,66,27,27,1.0,27.0,,t,Entire home/apt,4,1.0,1 bath,1.0,1,0,,t,1,1,0,0,8.5,1,27,25/12/24,4.95,5.0,4.98,4.95,t
3370,100%,t,1,1,"['email', 'phone']",f,t,28,1.0,28.0,t,29/12/24,21,3,19/05/24,15/12/24,5.0,4.95,5.0,5.0,,,83,347,29/12/24,21,21,28,28,1.0,28.0,,t,Entire home/apt,4,1.0,1 bath,2.0,1,0,,f,1,1,0,0,2.8,1,28,15/12/24,5.0,5.0,5.0,4.86,f
3371,93%,t,1,1,['phone'],t,f,1125,1.0,1125.0,t,29/12/24,33,2,13/07/24,11/12/24,4.91,4.94,4.91,4.97,,,89,266,29/12/24,33,33,1125,1125,1.0,1125.0,,t,Entire home/apt,4,1.0,1 bath,1.0,1,0,,f,1,1,0,0,5.82,1,1125,11/12/24,4.91,4.91,4.97,4.82,f
3372,100%,t,1,1,"['email', 'phone']",t,t,28,2.0,28.0,t,29/12/24,13,0,03/07/24,10/11/24,5.0,5.0,5.0,5.0,,,89,89,29/12/24,13,13,28,28,2.0,28.0,,t,Entire home/apt,2,,1 bath,1.0,1,0,,f,1,1,0,0,2.17,1,28,10/11/24,5.0,5.0,5.0,4.92,f
3373,0%,t,1,1,"['email', 'phone']",t,t,29,3.0,29.0,t,29/12/24,0,0,,,,,,,,,85,264,29/12/24,0,0,29,29,3.0,29.0,,t,Private room,2,1.0,1 private bath,1.0,0,1,,f,1,0,1,0,,1,29,,,,,,f
3374,59%,f,2,2,"['email', 'phone']",t,t,160,30.0,160.0,t,29/12/24,2,0,01/06/24,07/07/24,4.0,3.5,5.0,3.5,Fernwood,,74,254,29/12/24,2,2,160,160,30.0,160.0,,t,Entire home/apt,2,1.0,1 bath,1.0,2,0,,f,2,2,0,0,0.28,2,160,07/07/24,4.0,5.0,3.5,4.0,f
3375,100%,t,1,1,"['email', 'phone']",t,t,5,1.0,5.0,t,29/12/24,24,0,05/05/24,14/10/24,4.96,4.92,4.88,4.96,,,88,88,29/12/24,24,24,5,5,1.0,5.0,,t,Entire home/apt,4,,1 bath,1.0,1,0,,f,1,1,0,0,3.01,1,5,14/10/24,4.96,4.88,4.96,4.88,f
3376,100%,f,1,1,"['email', 'phone']",t,t,365,4.0,365.0,t,29/12/24,2,0,04/08/24,17/08/24,5.0,5.0,5.0,5.0,,,0,108,29/12/24,2,2,365,365,4.0,365.0,,t,Entire home/apt,6,3.0,3 baths,4.0,1,0,,f,1,1,0,0,0.41,1,365,17/08/24,5.0,5.0,5.0,5.0,f
3377,,f,1,1,"['email', 'phone']",f,t,14,4.0,14.0,t,29/12/24,6,0,18/06/24,11/11/24,5.0,5.0,5.0,5.0,,,78,232,29/12/24,6,6,14,14,4.0,14.0,,t,Entire home/apt,6,3.0,3 baths,4.0,1,0,,f,1,1,0,0,0.92,1,14,11/11/24,5.0,5.0,5.0,5.0,f
3378,91%,f,1,1,"['email', 'phone']",t,t,35,2.0,35.0,t,29/12/24,34,2,29/06/24,09/12/24,4.94,4.97,5.0,5.0,Fairfield,46750,68,302,29/12/24,34,34,35,35,2.0,35.0,,t,Private room,2,1.0,1 private bath,1.0,0,1,46750,f,1,0,1,0,5.54,1,35,09/12/24,4.94,5.0,5.0,4.91,f
3379,23%,f,1,1,['phone'],t,f,90,3.0,90.0,t,29/12/24,0,0,,,,,,,,,1,267,29/12/24,0,0,90,90,3.0,90.0,,t,Entire home/apt,5,1.0,1 bath,2.0,1,0,,f,1,1,0,0,,1,90,,,,,,f
3380,100%,f,1,1,"['email', 'phone']",f,f,365,1.0,365.0,t,29/12/24,2,0,19/05/24,09/08/24,5.0,5.0,5.0,5.0,,,90,269,29/12/24,2,2,365,365,1.0,365.0,,t,Entire home/apt,4,0.5,Half-bath,0.0,1,0,,f,1,1,0,0,0.27,1,365,09/08/24,5.0,5.0,5.0,5.0,f
3381,81%,f,1,1,"['email', 'phone']",t,t,31,4.0,31.0,t,29/12/24,5,0,26/07/24,17/11/24,5.0,5.0,5.0,5.0,Downtown,45654,14,257,29/12/24,5,5,31,31,4.0,31.0,,t,Entire home/apt,4,1.0,1 bath,1.0,1,0,45654,f,1,1,0,0,0.96,1,31,17/11/24,5.0,5.0,5.0,5.0,f
3382,46%,f,1,4,"['email', 'phone']",t,t,365,30.0,365.0,t,29/12/24,0,0,,,,,,,Fernwood,Exempt,73,253,29/12/24,0,0,365,365,30.0,365.0,,t,Entire home/apt,5,1.0,1 bath,3.0,1,0,Exempt,f,1,1,0,0,,1,365,,,,,,f
3383,95%,t,1,1,"['email', 'phone']",t,f,180,5.0,180.0,t,29/12/24,29,1,06/05/24,14/12/24,4.93,4.93,4.86,4.86,,,61,235,29/12/24,29,29,180,180,5.0,180.0,,t,Entire home/apt,4,1.0,1 bath,1.0,1,0,,f,1,1,0,0,3.66,1,180,14/12/24,4.93,4.86,4.86,4.86,f
3384,100%,t,1,1,"['email', 'phone']",t,t,365,2.0,365.0,t,29/12/24,30,3,29/04/24,15/12/24,5.0,5.0,4.97,5.0,,,52,199,29/12/24,30,30,365,365,2.0,365.0,,t,Entire home/apt,4,1.0,1 bath,2.0,1,0,,f,1,1,0,0,3.67,1,365,15/12/24,5.0,4.97,5.0,4.97,f
3385,96%,t,2,2,"['email', 'phone']",t,t,365,1.0,365.0,t,29/12/24,22,1,01/05/24,22/12/24,4.82,4.86,4.77,4.95,,,87,265,29/12/24,22,22,365,365,1.0,365.0,,t,Entire home/apt,4,1.0,1 bath,1.0,2,0,,t,2,2,0,0,2.72,2,365,22/12/24,4.82,4.77,4.95,4.73,t
3386,56%,t,1,2,"['email', 'phone']",t,t,365,2.0,365.0,t,29/12/24,10,0,21/05/24,27/11/24,5.0,4.9,5.0,5.0,,,86,266,29/12/24,10,10,365,365,2.0,365.0,,t,Entire home/apt,3,,1 bath,1.0,1,0,,f,1,1,0,0,1.35,1,365,27/11/24,5.0,5.0,5.0,5.0,f
3387,100%,t,3,3,"['email', 'phone']",t,t,28,2.2,16.5,t,29/12/24,5,0,30/06/24,10/11/24,5.0,5.0,5.0,5.0,,,76,290,29/12/24,5,5,7,28,2.2,16.5,,t,Private room,2,1.0,1 private bath,1.0,1,2,,t,3,1,2,0,0.82,3,7,10/11/24,5.0,5.0,5.0,5.0,t
3388,98%,t,1,1,"['email', 'phone']",t,t,300,1.0,300.0,t,29/12/24,32,2,12/05/24,12/12/24,4.91,4.91,4.88,5.0,,,90,355,29/12/24,32,32,300,300,1.0,300.0,,t,Entire home/apt,3,1.0,1 bath,1.0,1,0,,t,1,1,0,0,4.14,1,300,12/12/24,4.91,4.88,5.0,4.84,t
3389,78%,t,1,3,"['email', 'phone']",t,t,365,1.1,365.0,t,29/12/24,21,2,10/08/24,20/12/24,4.86,4.81,4.86,4.86,Fernwood,38364,1,1,29/12/24,21,21,365,365,1.1,365.0,,t,Private room,2,,1 private bath,,0,1,38364,f,1,0,1,0,4.44,1,365,20/12/24,4.86,4.86,4.86,4.71,f
3390,88%,t,1,1,"['email', 'phone']",t,f,28,2.0,28.0,t,29/12/24,12,0,01/07/24,01/09/24,4.92,5.0,4.92,4.92,,,82,171,29/12/24,12,12,28,28,2.0,28.0,,t,Entire home/apt,4,1.0,1 bath,1.0,1,0,,f,1,1,0,0,1.98,1,28,01/09/24,4.92,4.92,4.92,4.92,f
3391,100%,t,1,1,"['email', 'phone']",t,t,365,1.7,365.0,t,29/12/24,16,2,09/07/24,22/12/24,4.88,4.88,4.75,4.94,,,79,265,29/12/24,16,16,365,365,1.7,365.0,,t,Entire home/apt,12,3.0,3 baths,4.0,1,0,,f,1,1,0,0,2.76,1,365,22/12/24,4.88,4.75,4.94,4.75,f
3392,98%,t,55,118,"['email', 'phone', 'work_email']",t,t,365,30.0,365.0,t,29/12/24,1,0,31/08/24,31/08/24,4.0,5.0,4.0,5.0,Cadboro Bay,,86,361,29/12/24,1,1,365,365,30.0,365.0,,t,Entire home/apt,2,1.0,1 bath,1.0,53,0,,t,53,53,0,0,0.25,55,365,31/08/24,4.0,4.0,5.0,5.0,t
3393,96%,t,5,5,"['email', 'phone', 'work_email']",t,t,1125,90.0,1125.0,t,29/12/24,0,0,,,,,,,Downtown,44528,43,223,29/12/24,0,0,1125,1125,90.0,1125.0,,t,Entire home/apt,2,1.0,1 bath,1.0,4,0,44528,t,4,4,0,0,,5,1125,,,,,,t
3394,100%,t,1,1,"['email', 'phone']",t,f,1125,1.0,1125.0,t,29/12/24,22,0,28/04/24,14/10/24,4.82,4.77,4.77,4.91,,,88,362,29/12/24,22,22,1125,1125,1.0,1125.0,,t,Entire home/apt,8,2.0,2 baths,3.0,1,0,,t,1,1,0,0,2.68,1,1125,14/10/24,4.82,4.77,4.91,4.59,t
3395,94%,t,1,1,"['email', 'phone']",t,t,30,1.0,30.0,t,29/12/24,25,0,12/05/24,10/11/24,5.0,5.0,5.0,4.96,,,0,21,29/12/24,25,25,30,30,1.0,30.0,,t,Entire home/apt,4,1.0,1 bath,2.0,1,0,,f,1,1,0,0,3.23,1,30,10/11/24,5.0,5.0,4.96,5.0,f
3396,,f,1,1,"['email', 'phone']",t,t,365,30.0,365.0,,29/12/24,0,0,,,,,,,Hillside/Quadra,,90,365,29/12/24,0,0,365,365,30.0,365.0,,,Entire home/apt,4,1.0,1 bath,2.0,1,0,,f,1,1,0,0,,1,365,,,,,,f
3397,80%,t,4,4,"['email', 'phone']",t,t,365,1.3,365.0,t,29/12/24,6,0,19/05/24,02/09/24,5.0,5.0,5.0,5.0,,,80,259,29/12/24,6,6,365,365,1.3,365.0,,t,Private room,2,1.0,1 private bath,1.0,2,2,,f,4,2,2,0,0.8,4,365,02/09/24,5.0,5.0,5.0,5.0,f
3398,80%,f,31,46,"['email', 'phone']",t,t,1125,30.0,1125.0,t,29/12/24,0,0,,,,,,,Downtown,,0,243,29/12/24,0,0,1125,1125,30.0,1125.0,,t,Entire home/apt,4,1.0,1 bath,1.0,30,0,,f,30,30,0,0,,31,1125,,,,,,f
3399,100%,t,37,44,"['email', 'phone', 'work_email']",t,t,999,2.0,999.0,t,29/12/24,0,0,,,,,,,Beach Camp,,87,320,29/12/24,0,0,999,999,2.0,999.0,,t,Entire home/apt,6,2.0,2 baths,3.0,37,0,,t,37,37,0,0,,37,999,,,,,,t
3400,88%,t,2,2,"['email', 'phone']",t,t,90,7.0,90.0,t,29/12/24,14,0,10/06/24,14/10/24,4.93,4.93,5.0,5.0,,,19,21,29/12/24,14,14,90,90,7.0,90.0,,t,Entire home/apt,8,2.0,2 baths,4.0,2,0,,f,2,2,0,0,2.07,2,90,14/10/24,4.93,5.0,5.0,4.86,f
3401,0%,f,1,1,"['email', 'phone']",t,t,120,60.0,120.0,t,29/12/24,0,0,,,,,,,Jubilee,,13,103,29/12/24,0,0,120,120,60.0,120.0,,t,Entire home/apt,4,2.0,2 baths,2.0,1,0,,f,1,1,0,0,,1,120,,,,,,f
3402,98%,f,36,39,"['email', 'phone']",t,t,1125,30.0,1125.0,t,29/12/24,3,0,30/06/24,06/10/24,4.67,4.67,5.0,4.67,Fairfield,,27,116,29/12/24,3,3,1125,1125,30.0,1125.0,,t,Entire home/apt,4,2.0,2 baths,2.0,10,0,,f,10,10,0,0,0.49,36,1125,06/10/24,4.67,5.0,4.67,4.33,f
3403,100%,t,1,2,"['email', 'phone', 'work_email']",t,t,1125,2.0,1125.0,t,29/12/24,23,0,23/06/24,27/10/24,5.0,5.0,4.96,5.0,,,35,157,29/12/24,23,23,1125,1125,2.0,1125.0,,t,Entire home/apt,4,1.0,1 bath,1.0,1,0,,f,1,1,0,0,3.63,1,1125,27/10/24,5.0,4.96,5.0,4.91,f
3404,100%,t,1,1,['phone'],t,f,31,1.0,31.0,t,29/12/24,32,0,09/07/24,17/11/24,5.0,4.94,4.94,5.0,,,77,155,29/12/24,32,32,31,31,1.0,31.0,,t,Entire home/apt,2,1.0,1 bath,1.0,1,0,,f,1,1,0,0,5.52,1,31,17/11/24,5.0,4.94,5.0,4.97,f
3405,100%,t,37,44,"['email', 'phone', 'work_email']",t,t,999,2.0,999.0,t,29/12/24,0,0,,,,,,,Beach Camp,,51,248,29/12/24,0,0,999,999,2.0,999.0,,t,Entire home/apt,5,1.5,1.5 baths,2.0,37,0,,t,37,37,0,0,,37,999,,,,,,t
3406,19%,f,1,2,"['email', 'phone']",t,t,365,1.0,365.0,t,29/12/24,1,0,27/05/24,27/05/24,1.0,1.0,1.0,1.0,,,90,269,29/12/24,1,1,365,365,1.0,365.0,,t,Private room,3,1.0,1 bath,1.0,0,1,,f,1,0,1,0,0.14,1,365,27/05/24,1.0,1.0,1.0,1.0,f
3407,91%,t,1,1,"['email', 'phone']",t,t,1125,2.0,125.1,t,29/12/24,14,1,01/07/24,17/12/24,5.0,4.93,4.93,5.0,,,64,338,29/12/24,14,14,90,1125,2.0,125.1,,t,Entire home/apt,4,1.0,1 bath,1.0,1,0,,t,1,1,0,0,2.31,1,90,17/12/24,5.0,4.93,5.0,4.93,t
3408,80%,t,4,4,"['email', 'phone']",t,t,365,2.0,365.0,t,29/12/24,12,0,10/06/24,27/09/24,4.67,4.5,4.67,4.83,,,82,258,29/12/24,12,12,365,365,2.0,365.0,,t,Entire home/apt,4,1.0,1 bath,1.0,2,2,,f,4,2,2,0,1.77,4,365,27/09/24,4.67,4.67,4.83,4.67,f
3409,95%,t,1,1,"['email', 'phone', 'work_email']",t,t,1125,2.0,1125.0,t,29/12/24,21,0,15/06/24,04/09/24,5.0,5.0,5.0,5.0,,,0,177,29/12/24,21,21,1125,1125,2.0,1125.0,,t,Entire home/apt,2,1.0,1 bath,0.0,1,0,,t,1,1,0,0,3.18,1,1125,04/09/24,5.0,5.0,5.0,5.0,t
3410,100%,t,2,2,"['email', 'phone', 'work_email']",t,t,1125,1.0,1125.0,t,29/12/24,19,2,24/06/24,11/12/24,4.95,4.89,5.0,5.0,,,88,359,29/12/24,19,19,1125,1125,1.0,1125.0,,t,Entire home/apt,4,1.0,1 bath,2.0,2,0,,f,2,2,0,0,3.02,2,1125,11/12/24,4.95,5.0,5.0,4.79,f
3411,100%,t,37,44,"['email', 'phone', 'work_email']",t,t,999,2.0,999.0,t,29/12/24,2,0,30/05/24,11/08/24,5.0,5.0,5.0,5.0,Beach Camp,,87,293,29/12/24,2,2,999,999,2.0,999.0,,t,Entire home/apt,4,1.0,1 bath,2.0,37,0,,t,37,37,0,0,0.28,37,999,11/08/24,5.0,5.0,5.0,5.0,t
3412,100%,t,1,1,"['email', 'phone']",t,t,365,2.0,365.0,t,29/12/24,58,5,11/05/24,20/12/24,5.0,5.0,4.97,5.0,,,20,60,29/12/24,58,58,365,365,2.0,365.0,,t,Entire home/apt,4,1.0,1 bath,2.0,1,0,,f,1,1,0,0,7.47,1,365,20/12/24,5.0,4.97,5.0,4.95,f
3413,80%,f,1,1,['phone'],t,f,120,30.0,120.0,t,29/12/24,2,1,17/07/24,21/12/24,5.0,5.0,5.0,5.0,Burnside,,84,263,29/12/24,2,2,120,120,30.0,120.0,,t,Entire home/apt,2,1.0,1 bath,1.0,1,0,,f,1,1,0,0,0.36,1,120,21/12/24,5.0,5.0,5.0,5.0,f
3414,97%,t,2,2,['phone'],t,t,365,3.0,365.0,t,29/12/24,0,0,,,,,,,,,89,364,29/12/24,0,0,365,365,3.0,365.0,,t,Entire home/apt,10,5.5,5.5 baths,4.0,2,0,,f,2,2,0,0,,2,365,,,,,,f
3415,65%,t,1,2,"['email', 'phone']",t,t,365,2.0,365.0,t,29/12/24,15,1,15/06/24,01/12/24,5.0,5.0,5.0,5.0,,,7,7,29/12/24,15,15,365,365,2.0,365.0,,t,Entire home/apt,5,1.0,1 bath,3.0,1,0,,f,1,1,0,0,2.27,1,365,01/12/24,5.0,5.0,5.0,4.87,f
3416,97%,t,2,2,['phone'],t,t,365,1.9,365.0,t,29/12/24,34,0,05/07/24,04/11/24,4.85,4.79,4.85,4.91,,,86,338,29/12/24,34,34,365,365,1.9,365.0,,t,Entire home/apt,6,2.5,2.5 baths,3.0,2,0,,f,2,2,0,0,5.73,2,365,04/11/24,4.85,4.85,4.91,4.76,f
3417,86%,t,1,1,"['email', 'phone']",t,t,365,3.0,365.0,t,29/12/24,7,1,02/09/24,30/11/24,5.0,4.86,5.0,5.0,,,90,348,29/12/24,7,7,365,365,3.0,365.0,,t,Entire home/apt,4,1.0,1 bath,2.0,1,0,,f,1,1,0,0,1.76,1,365,30/11/24,5.0,5.0,5.0,4.71,f
3418,50%,f,1,2,"['email', 'phone', 'work_email']",t,f,240,30.0,240.0,t,29/12/24,0,0,,,,,,,,,0,241,29/12/24,0,0,240,240,30.0,240.0,,t,Entire home/apt,2,1.0,1 bath,1.0,1,0,,f,1,1,0,0,,1,240,,,,,,f
3419,97%,t,45,162,"['email', 'phone']",t,t,1000,30.0,1000.0,t,29/12/24,0,0,,,,,,,Harris Green,46716,33,152,29/12/24,0,0,1000,1000,30.0,1000.0,,t,Entire home/apt,2,1.0,1 bath,1.0,43,0,46716,t,43,43,0,0,,45,1000,,,,,,t
3420,97%,t,45,162,"['email', 'phone']",t,t,1000,90.0,1000.0,t,29/12/24,0,0,,,,,,,Harris Green,46855,5,280,29/12/24,0,0,1000,1000,90.0,1000.0,,t,Entire home/apt,2,1.0,1 bath,1.0,43,0,46855,t,43,43,0,0,,45,1000,,,,,,t
3421,41%,t,367,410,"['email', 'phone']",t,t,30,1.0,30.0,t,29/12/24,0,0,,,,,,,Kingsbury,Exempt,57,57,29/12/24,0,0,30,30,1.0,30.0,,t,Entire home/apt,5,2.0,2 baths,2.0,2,0,Exempt,f,2,2,0,0,,367,30,,,,,,f
3422,0%,f,1,1,"['email', 'phone']",t,t,365,30.0,365.0,t,29/12/24,0,0,,,,,,,,,90,269,29/12/24,0,0,365,365,30.0,365.0,,t,Entire home/apt,3,1.0,1 bath,1.0,1,0,,f,1,1,0,0,,1,365,,,,,,f
3423,95%,t,1,1,['phone'],t,t,90,2.0,90.0,t,29/12/24,13,0,28/05/24,24/11/24,5.0,5.0,5.0,5.0,,,86,251,29/12/24,13,13,90,90,2.0,90.0,,t,Entire home/apt,4,1.0,1 bath,2.0,1,0,,f,1,1,0,0,1.81,1,90,24/11/24,5.0,5.0,5.0,5.0,f
3424,100%,t,1,1,"['email', 'phone']",t,t,125,29.0,125.0,t,29/12/24,8,1,16/06/24,14/12/24,5.0,4.88,5.0,5.0,Cadboro Bay,,46,135,29/12/24,8,8,125,125,29.0,125.0,,t,Entire home/apt,2,1.0,1 bath,1.0,1,0,,f,1,1,0,0,1.22,1,125,14/12/24,5.0,5.0,5.0,5.0,f
3425,97%,t,1,1,['phone'],t,t,29,29.0,29.0,t,29/12/24,16,0,12/05/24,30/06/24,5.0,4.94,5.0,5.0,,,84,263,29/12/24,16,16,29,29,29.0,29.0,,t,Private room,2,1.0,1 private bath,1.0,0,1,,f,1,0,1,0,2.07,1,29,30/06/24,5.0,5.0,5.0,5.0,f
3426,83%,f,2,2,"['email', 'phone']",t,t,100,2.0,100.0,t,29/12/24,4,0,02/07/24,04/10/24,5.0,4.75,5.0,5.0,,,36,176,29/12/24,4,4,100,100,2.0,100.0,,t,Entire home/apt,6,2.0,2 baths,3.0,2,0,,f,2,2,0,0,0.66,2,100,04/10/24,5.0,5.0,5.0,4.75,f
3427,86%,f,1,1,"['email', 'phone']",t,t,90,4.0,90.0,t,29/12/24,5,0,02/06/24,14/10/24,5.0,5.0,5.0,5.0,,,89,89,29/12/24,5,5,90,90,4.0,90.0,,t,Entire home/apt,2,1.0,1 bath,1.0,1,0,,f,1,1,0,0,0.71,1,90,14/10/24,5.0,5.0,5.0,5.0,f
3428,60%,f,2,2,"['email', 'phone']",t,t,60,13.0,60.0,t,29/12/24,2,0,01/06/24,23/08/24,4.5,5.0,4.0,4.5,,,0,0,29/12/24,2,2,60,60,13.0,60.0,,t,Entire home/apt,6,,1 bath,3.0,2,0,,f,2,2,0,0,0.28,2,60,23/08/24,4.5,4.0,4.5,4.5,f
3429,50%,f,2,6,"['email', 'phone']",t,t,365,30.0,365.0,t,29/12/24,0,0,,,,,,,Rockland,,0,64,29/12/24,0,0,365,365,30.0,365.0,,t,Private room,4,1.0,1 bath,2.0,0,1,,f,1,0,1,0,,2,365,,,,,,f
3430,91%,t,1,1,"['email', 'phone']",t,f,30,1.0,30.0,t,29/12/24,18,0,06/07/24,27/10/24,5.0,5.0,5.0,5.0,,,78,251,29/12/24,18,18,30,30,1.0,30.0,,t,Entire home/apt,2,1.0,1 bath,1.0,1,0,,f,1,1,0,0,3.05,1,30,27/10/24,5.0,5.0,5.0,4.94,f
3431,80%,f,31,46,"['email', 'phone']",t,t,1125,30.0,1125.0,t,29/12/24,0,0,,,,,,,Downtown,,0,269,29/12/24,0,0,1125,1125,30.0,1125.0,,t,Entire home/apt,4,1.0,1 bath,1.0,30,0,,f,30,30,0,0,,31,1125,,,,,,f
3432,82%,f,1,5,"['email', 'phone']",t,t,365,1.0,365.0,t,29/12/24,45,1,18/05/24,26/12/24,4.58,4.78,4.76,4.96,,,90,180,29/12/24,45,45,365,365,1.0,365.0,,t,Entire home/apt,5,1.0,1 bath,2.0,1,0,,f,1,1,0,0,5.97,1,365,26/12/24,4.58,4.76,4.96,4.56,f
3433,80%,f,1,1,"['email', 'phone', 'work_email']",t,t,25,3.0,25.0,t,29/12/24,3,0,18/07/24,14/09/24,4.67,4.67,4.33,4.67,Cadboro Bay,,16,204,29/12/24,3,3,25,25,3.0,25.0,,t,Entire home/apt,6,1.5,1.5 baths,3.0,1,0,,f,1,1,0,0,0.55,1,25,14/09/24,4.67,4.33,4.67,4.33,f
3434,100%,t,4,6,"['email', 'phone']",t,t,365,2.2,365.0,t,29/12/24,2,1,13/09/24,25/12/24,4.5,4.5,4.5,4.5,,,89,268,29/12/24,2,2,365,365,2.2,365.0,,t,Private room,4,1.0,1 private bath,1.0,0,4,,t,4,0,4,0,0.56,4,365,25/12/24,4.5,4.5,4.5,5.0,t
3435,100%,t,4,6,"['email', 'phone']",t,t,365,2.2,365.0,t,29/12/24,3,0,22/06/24,02/09/24,5.0,5.0,5.0,5.0,,,90,320,29/12/24,3,3,365,365,2.2,365.0,,t,Private room,6,1.0,1 shared bath,2.0,0,4,,t,4,0,4,0,0.47,4,365,02/09/24,5.0,5.0,5.0,5.0,t
3436,86%,f,1,6,"['email', 'phone']",t,t,365,2.0,365.0,t,29/12/24,11,0,26/05/24,14/10/24,4.55,4.64,4.82,4.82,,,90,269,29/12/24,11,11,365,365,2.0,365.0,,t,Entire home/apt,2,1.0,1 bath,1.0,1,0,,f,1,1,0,0,1.51,1,365,14/10/24,4.55,4.82,4.82,4.55,f
3437,100%,t,4,6,"['email', 'phone']",t,t,365,2.3,365.0,t,29/12/24,1,1,10/12/24,10/12/24,5.0,5.0,5.0,5.0,,,88,267,29/12/24,1,1,365,365,2.3,365.0,,t,Private room,4,1.0,1 private bath,1.0,0,4,,t,4,0,4,0,1.0,4,365,10/12/24,5.0,5.0,5.0,5.0,t
3438,100%,t,4,6,"['email', 'phone']",t,t,365,2.4,365.0,t,29/12/24,0,0,,,,,,,,,90,295,29/12/24,0,0,365,365,2.4,365.0,,t,Private room,6,1.0,1 private bath,2.0,0,4,,t,4,0,4,0,,4,365,,,,,,t
3439,0%,f,1,1,"['email', 'phone']",t,f,365,30.0,365.0,t,29/12/24,0,0,,,,,,,,,88,267,29/12/24,0,0,365,365,30.0,365.0,,t,Entire home/apt,5,2.0,2 baths,2.0,1,0,,f,1,1,0,0,,1,365,,,,,,f
3440,54%,f,29,45,"['email', 'phone']",t,t,365,30.0,365.0,t,29/12/24,0,0,,,,,,,Fairfield,,26,124,29/12/24,0,0,365,365,30.0,365.0,,t,Private room,1,,1 private bath,1.0,0,29,,f,29,0,29,0,,29,365,,,,,,f
3441,82%,t,1,1,"['email', 'phone']",t,t,365,1.0,365.0,t,29/12/24,50,0,20/06/24,17/11/24,4.8,4.82,4.74,4.9,Gorge -Tillicum Area,,77,253,29/12/24,50,50,365,365,1.0,365.0,,t,Entire home/apt,2,1.0,1 bath,1.0,1,0,,f,1,1,0,0,7.77,1,365,17/11/24,4.8,4.74,4.9,4.82,f
3442,100%,f,1,1,"['email', 'phone']",t,f,14,2.0,14.0,t,29/12/24,21,5,11/08/24,24/12/24,5.0,4.95,4.9,4.9,Harris Green,47093,45,234,29/12/24,21,21,14,14,2.0,14.0,,t,Entire home/apt,4,1.0,1 bath,1.0,1,0,47093,f,1,1,0,0,4.47,1,14,24/12/24,5.0,4.9,4.9,4.95,f
3443,100%,t,2,2,"['email', 'phone']",t,t,365,2.0,365.0,t,29/12/24,21,0,20/05/24,11/11/24,4.71,4.62,4.86,4.9,,,44,44,29/12/24,21,21,365,365,2.0,365.0,,t,Entire home/apt,4,1.0,1 bath,2.0,2,0,,f,2,2,0,0,2.81,2,365,11/11/24,4.71,4.86,4.9,4.62,f
3444,,f,1,1,"['email', 'phone', 'work_email']",t,f,27,1.0,27.0,t,29/12/24,86,10,05/07/24,27/12/24,4.98,4.98,4.99,4.98,,,64,243,29/12/24,86,86,27,27,1.0,27.0,,t,Entire home/apt,4,1.0,1 bath,1.0,1,0,,f,1,1,0,0,14.49,1,27,27/12/24,4.98,4.99,4.98,4.97,f
3445,67%,f,2,2,"['email', 'phone']",f,t,7,1.0,7.0,t,29/12/24,17,0,01/06/24,28/11/24,4.53,4.59,4.24,4.71,,,89,89,29/12/24,17,17,7,7,1.0,7.0,,t,Private room,1,1.0,1 shared bath,1.0,0,2,,f,2,0,2,0,2.41,2,7,28/11/24,4.53,4.24,4.71,4.53,f
3446,100%,f,1,3,"['email', 'phone', 'work_email']",t,t,15,1.0,15.0,t,29/12/24,0,0,,,,,,,Downtown,47743,75,75,29/12/24,0,0,15,15,1.0,15.0,,t,Entire home/apt,4,1.0,1 bath,1.0,1,0,47743,f,1,1,0,0,,1,15,,,,,,f
3447,,f,1,1,"['email', 'phone']",t,t,56,5.6,56.0,,29/12/24,0,0,,,,,,,,,0,0,29/12/24,0,0,56,56,5.6,56.0,,,Entire home/apt,7,,2 baths,4.0,1,0,,f,1,1,0,0,,1,56,,,,,,f
3448,100%,t,1,1,"['email', 'phone']",t,f,30,2.0,30.0,t,29/12/24,35,2,18/05/24,26/12/24,4.91,4.91,4.89,5.0,,,78,167,29/12/24,35,35,30,30,2.0,30.0,,t,Entire home/apt,4,1.0,1 bath,1.0,1,0,,f,1,1,0,0,4.65,1,30,26/12/24,4.91,4.89,5.0,4.89,f
